gene	biol_replicate	sugar	strain	day	CT	run	Sample Name	Ct_mean_ref	dCt	dCt_mean_gluc	ddCt	2^-ddCt
yihR	2	G	K12	day2_1	24.6	2	wt_yihR_G2	13.775	10.825000000000001	11.250000000000002	-0.4250000000000007	1.343
yihR	2	G	K12	day2_4	25.1	2	wt_yihR_G2	13.775	11.325000000000001	11.250000000000002	0.07499999999999929	0.949
yihR	2	G	K12	day1_1	25.6	1	wt_yihR_G2	13.174999999999999	12.425000000000002	12.350000000000001	0.07500000000000107	0.949
yihR	2	Lac	K12	day2_4	23.3	2	wt_yihR_Lac2	13.925	9.375	11.250000000000002	-1.8750000000000018	3.668
yihR	2	Lac	K12	day1_1	24.0	1	wt_yihR_Lac2	13.125	10.875	12.350000000000001	-1.4750000000000014	2.78
yihR	2	Lac	K12	day1_2	23.7	1	wt_yihR_Lac2	13.125	10.575	12.350000000000001	-1.7750000000000021	3.422
yihR	2	Lac	K12	day1_3	24.6	1	wt_yihR_Lac2	13.125	11.475000000000001	12.350000000000001	-0.875	1.834
yihR	2	Lac	K12	day1_4	24.8	1	wt_yihR_Lac2	13.125	11.675	12.350000000000001	-0.6750000000000007	1.597
yihR	2	Lac	K12	day2_1	23.5	2	wt_yihR_Lac2	13.925	9.575	11.250000000000002	-1.6750000000000025	3.193
yihR	2	Lac	K12	day2_3	23.7	2	wt_yihR_Lac2	13.925	9.774999999999999	11.250000000000002	-1.4750000000000032	2.78
yihR	2	Lac	K12	day2_2	23.3	2	wt_yihR_Lac2	13.925	9.375	11.250000000000002	-1.8750000000000018	3.668
yihR	2	SQ	K12	day2_3	14.9	2	wt_yihR_SQ2	13.175	1.7249999999999996	11.250000000000002	-9.525000000000002	736.734
yihR	2	SQ	K12	day2_4	14.9	2	wt_yihR_SQ2	13.175	1.7249999999999996	11.250000000000002	-9.525000000000002	736.734
yihR	2	SQ	K12	day2_1	14.5	2	wt_yihR_SQ2	13.175	1.3249999999999993	11.250000000000002	-9.925000000000002	972.126
yihR	2	SQ	K12	day1_4	17.1	1	wt_yihR_SQ2	12.5	4.600000000000001	12.350000000000001	-7.75	215.269
yihR	2	SQ	K12	day1_1	14.7	1	wt_yihR_SQ2	12.5	2.1999999999999993	12.350000000000001	-10.150000000000002	1136.199
yihR	2	SQ	K12	day1_3	15.9	1	wt_yihR_SQ2	12.5	3.4000000000000004	12.350000000000001	-8.950000000000001	494.559
yihR	2	SQ	K12	day1_2	16.0	1	wt_yihR_SQ2	12.5	3.5	12.350000000000001	-8.850000000000001	461.44
yihR	2	SQ	K12	day2_2	15.0	2	wt_yihR_SQ2	13.175	1.8249999999999993	11.250000000000002	-9.425000000000002	687.397
yihS	2	G	K12	day2_3	24.9	2	wt_yihS_G2	13.775	11.124999999999998	10.2	0.9249999999999989	0.527
yihS	2	G	K12	day2_2	23.7	2	wt_yihS_G2	13.775	9.924999999999999	10.2	-0.27500000000000036	1.21
yihS	2	G	K12	day2_1	23.6	2	wt_yihS_G2	13.775	9.825000000000001	10.2	-0.3749999999999982	1.297
yihS	2	G	K12	day2_4	23.7	2	wt_yihS_G2	13.775	9.924999999999999	10.2	-0.27500000000000036	1.21
yihS	2	G	K12	day1_3	25.9	1	wt_yihS_G2	13.174999999999999	12.725	11.325000000000001	1.3999999999999986	0.379
yihS	2	G	K12	day1_2	23.8	1	wt_yihS_G2	13.174999999999999	10.625000000000002	11.325000000000001	-0.6999999999999993	1.625
yihS	2	G	K12	day1_1	24.5	1	wt_yihS_G2	13.174999999999999	11.325000000000001	11.325000000000001	0.0	1.0
yihS	2	G	K12	day1_4	23.8	1	wt_yihS_G2	13.174999999999999	10.625000000000002	11.325000000000001	-0.6999999999999993	1.625
yihS	2	Lac	K12	day2_2	22.9	2	wt_yihS_Lac2	13.925	8.974999999999998	10.2	-1.2250000000000014	2.338
yihS	2	Lac	K12	day2_1	23.5	2	wt_yihS_Lac2	13.925	9.575	10.2	-0.625	1.542
yihS	2	Lac	K12	day1_4	24.8	1	wt_yihS_Lac2	13.125	11.675	11.325000000000001	0.34999999999999964	0.785
yihS	2	Lac	K12	day1_3	24.7	1	wt_yihS_Lac2	13.125	11.575	11.325000000000001	0.24999999999999822	0.841
yihS	2	Lac	K12	day2_3	22.8	2	wt_yihS_Lac2	13.925	8.875	10.2	-1.3249999999999993	2.505
yihS	2	Lac	K12	day2_4	22.7	2	wt_yihS_Lac2	13.925	8.774999999999999	10.2	-1.4250000000000007	2.685
yihS	2	Lac	K12	day1_2	24.6	1	wt_yihS_Lac2	13.125	11.475000000000001	11.325000000000001	0.15000000000000036	0.901
yihS	2	Lac	K12	day1_1	26.0	1	wt_yihS_Lac2	13.125	12.875	11.325000000000001	1.549999999999999	0.342
yihS	2	SQ	K12	day2_3	12.7	2	wt_yihS_SQ2	13.175	-0.4750000000000014	10.2	-10.675	1634.915
yihS	2	SQ	K12	day2_2	13.5	2	wt_yihS_SQ2	13.175	0.3249999999999993	10.2	-9.875	939.012
yihS	2	SQ	K12	day2_1	14.9	2	wt_yihS_SQ2	13.175	1.7249999999999996	10.2	-8.475	355.819
yihS	2	SQ	K12	day2_4	13.6	2	wt_yihS_SQ2	13.175	0.42499999999999893	10.2	-9.775	876.129
yihS	2	SQ	K12	day1_2	12.8	1	wt_yihS_SQ2	12.5	0.3000000000000007	11.325000000000001	-11.025	2083.798
yihS	2	SQ	K12	day1_3	13.8	1	wt_yihS_SQ2	12.5	1.3000000000000007	11.325000000000001	-10.025	1041.899
yihS	2	SQ	K12	day1_4	13.8	1	wt_yihS_SQ2	12.5	1.3000000000000007	11.325000000000001	-10.025	1041.899
yihS	2	SQ	K12	day1_1	14.9	1	wt_yihS_SQ2	12.5	2.4000000000000004	11.325000000000001	-8.925	486.063
yihT	2	G	K12	day2_4	28.7	2	wt_yihT_G2	13.775	14.924999999999999	14.875	0.049999999999998934	0.966
yihT	2	G	K12	day1_1	29.0	1	wt_yihT_G2	13.174999999999999	15.825000000000001	16.1	-0.27500000000000036	1.21
yihT	2	G	K12	day2_2	28.5	2	wt_yihT_G2	13.775	14.725	14.875	-0.15000000000000036	1.11
yihT	2	G	K12	day2_3	28.5	2	wt_yihT_G2	13.775	14.725	14.875	-0.15000000000000036	1.11
yihT	2	G	K12	day2_1	28.9	2	wt_yihT_G2	13.775	15.124999999999998	14.875	0.24999999999999822	0.841
yihT	2	G	K12	day1_3	29.5	1	wt_yihT_G2	13.174999999999999	16.325000000000003	16.1	0.22500000000000142	0.856
yihT	2	G	K12	day1_4	29.2	1	wt_yihT_G2	13.174999999999999	16.025	16.1	-0.07500000000000284	1.053
yihT	2	G	K12	day1_2	29.4	1	wt_yihT_G2	13.174999999999999	16.225	16.1	0.125	0.917
yihT	2	Lac	K12	day2_2	28.6	2	wt_yihT_Lac2	13.925	14.675	14.875	-0.1999999999999993	1.149
yihT	2	Lac	K12	day2_3	28.5	2	wt_yihT_Lac2	13.925	14.575	14.875	-0.3000000000000007	1.231
yihT	2	Lac	K12	day1_4	29.0	1	wt_yihT_Lac2	13.125	15.875	16.1	-0.22500000000000142	1.169
yihT	2	Lac	K12	day1_3	28.2	1	wt_yihT_Lac2	13.125	15.075	16.1	-1.0250000000000021	2.035
yihT	2	Lac	K12	day2_4	28.7	2	wt_yihT_Lac2	13.925	14.774999999999999	14.875	-0.10000000000000142	1.072
yihT	2	Lac	K12	day2_1	28.6	2	wt_yihT_Lac2	13.925	14.675	14.875	-0.1999999999999993	1.149
yihT	2	Lac	K12	day1_1	28.5	1	wt_yihT_Lac2	13.125	15.375	16.1	-0.7250000000000014	1.653
yihT	2	Lac	K12	day1_2	29.1	1	wt_yihT_Lac2	13.125	15.975000000000001	16.1	-0.125	1.091
yihT	2	SQ	K12	day2_1	20.4	2	wt_yihT_SQ2	13.175	7.224999999999998	14.875	-7.650000000000002	200.854
yihT	2	SQ	K12	day1_3	20.5	1	wt_yihT_SQ2	12.5	8.0	16.1	-8.100000000000001	274.374
yihT	2	SQ	K12	day2_2	20.2	2	wt_yihT_SQ2	13.175	7.024999999999999	14.875	-7.850000000000001	230.72
yihT	2	SQ	K12	day1_4	20.4	1	wt_yihT_SQ2	12.5	7.899999999999999	16.1	-8.200000000000003	294.067
yihT	2	SQ	K12	day2_4	20.3	2	wt_yihT_SQ2	13.175	7.125	14.875	-7.75	215.269
yihT	2	SQ	K12	day1_1	20.8	1	wt_yihT_SQ2	12.5	8.3	16.1	-7.800000000000001	222.861
yihT	2	SQ	K12	day1_2	20.4	1	wt_yihT_SQ2	12.5	7.899999999999999	16.1	-8.200000000000003	294.067
yihT	2	SQ	K12	day2_3	20.2	2	wt_yihT_SQ2	13.175	7.024999999999999	14.875	-7.850000000000001	230.72
yihU	2	G	K12	day1_2	31.1	1	wt_yihU_G2	13.174999999999999	17.925000000000004	17.958333333333336	-0.03333333333333144	1.023
yihU	2	G	K12	day1_4	31.3	1	wt_yihU_G2	13.174999999999999	18.125	17.958333333333336	0.1666666666666643	0.891
yihU	2	G	K12	day2_1	32.1	2	wt_yihU_G2	13.775	18.325000000000003	19.225	-0.8999999999999986	1.866
yihU	2	G	K12	day2_2	32.0	2	wt_yihU_G2	13.775	18.225	19.225	-1.0	2.0
yihU	2	G	K12	day2_3	33.8	2	wt_yihU_G2	13.775	20.025	19.225	0.7999999999999972	0.574
yihU	2	G	K12	day2_4	34.1	2	wt_yihU_G2	13.775	20.325000000000003	19.225	1.1000000000000014	0.467
yihU	2	G	K12	day1_3	31.0	1	wt_yihU_G2	13.174999999999999	17.825000000000003	17.958333333333336	-0.13333333333333286	1.097
yihU	2	Lac	K12	day1_2	31.1	1	wt_yihU_Lac2	13.125	17.975	17.958333333333336	0.01666666666666572	0.989
yihU	2	Lac	K12	day1_3	31.1	1	wt_yihU_Lac2	13.125	17.975	17.958333333333336	0.01666666666666572	0.989
yihU	2	Lac	K12	day2_4	33.2	2	wt_yihU_Lac2	13.925	19.275000000000002	19.225	0.05000000000000071	0.966
yihU	2	Lac	K12	day1_4	29.0	1	wt_yihU_Lac2	13.125	15.875	17.958333333333336	-2.0833333333333357	4.238
yihU	2	Lac	K12	day2_2	32.6	2	wt_yihU_Lac2	13.925	18.675	19.225	-0.5500000000000007	1.464
yihU	2	Lac	K12	day1_1	30.9	1	wt_yihU_Lac2	13.125	17.775	17.958333333333336	-0.18333333333333712	1.136
yihU	2	Lac	K12	day2_1	32.2	2	wt_yihU_Lac2	13.925	18.275000000000002	19.225	-0.9499999999999993	1.932
yihU	2	Lac	K12	day2_3	32.9	2	wt_yihU_Lac2	13.925	18.974999999999998	19.225	-0.25000000000000355	1.189
yihU	2	SQ	K12	day1_2	29.3	1	wt_yihU_SQ2	12.5	16.8	17.958333333333336	-1.158333333333335	2.232
yihU	2	SQ	K12	day1_1	29.4	1	wt_yihU_SQ2	12.5	16.9	17.958333333333336	-1.0583333333333371	2.083
yihU	2	SQ	K12	day1_3	29.5	1	wt_yihU_SQ2	12.5	17.0	17.958333333333336	-0.9583333333333357	1.943
yihU	2	SQ	K12	day1_4	30.1	1	wt_yihU_SQ2	12.5	17.6	17.958333333333336	-0.3583333333333343	1.282
yihU	2	SQ	K12	day2_4	31.2	2	wt_yihU_SQ2	13.175	18.025	19.225	-1.2000000000000028	2.297
yihU	2	SQ	K12	day2_2	31.1	2	wt_yihU_SQ2	13.175	17.925	19.225	-1.3000000000000007	2.462
yihU	2	SQ	K12	day2_3	30.9	2	wt_yihU_SQ2	13.175	17.724999999999998	19.225	-1.5000000000000036	2.828
yihU	2	SQ	K12	day2_1	29.7	2	wt_yihU_SQ2	13.175	16.525	19.225	-2.700000000000003	6.498
yihV	2	G	K12	day2_3	27.9	2	wt_yihV_G2	13.775	14.124999999999998	14.35	-0.22500000000000142	1.169
yihV	2	G	K12	day1_4	29.4	1	wt_yihV_G2	13.174999999999999	16.225	16.35	-0.125	1.091
yihV	2	G	K12	day1_1	29.5	1	wt_yihV_G2	13.174999999999999	16.325000000000003	16.35	-0.02499999999999858	1.017
yihV	2	G	K12	day2_1	28.6	2	wt_yihV_G2	13.775	14.825000000000001	14.35	0.4750000000000014	0.719
yihV	2	G	K12	day2_2	28.0	2	wt_yihV_G2	13.775	14.225	14.35	-0.125	1.091
yihV	2	G	K12	day1_3	29.6	1	wt_yihV_G2	13.174999999999999	16.425000000000004	16.35	0.07500000000000284	0.949
yihV	2	G	K12	day1_2	29.6	1	wt_yihV_G2	13.174999999999999	16.425000000000004	16.35	0.07500000000000284	0.949
yihV	2	G	K12	day2_4	28.0	2	wt_yihV_G2	13.775	14.225	14.35	-0.125	1.091
yihV	2	Lac	K12	day1_3	28.9	1	wt_yihV_Lac2	13.125	15.774999999999999	16.35	-0.5750000000000028	1.49
yihV	2	Lac	K12	day1_2	28.7	1	wt_yihV_Lac2	13.125	15.575	16.35	-0.7750000000000021	1.711
yihV	2	Lac	K12	day2_1	27.4	2	wt_yihV_Lac2	13.925	13.474999999999998	14.35	-0.8750000000000018	1.834
yihV	2	Lac	K12	day2_4	27.0	2	wt_yihV_Lac2	13.925	13.075	14.35	-1.2750000000000004	2.42
yihV	2	Lac	K12	day2_3	28.0	2	wt_yihV_Lac2	13.925	14.075	14.35	-0.27500000000000036	1.21
yihV	2	Lac	K12	day1_4	28.9	1	wt_yihV_Lac2	13.125	15.774999999999999	16.35	-0.5750000000000028	1.49
yihV	2	Lac	K12	day2_2	27.2	2	wt_yihV_Lac2	13.925	13.274999999999999	14.35	-1.075000000000001	2.107
yihV	2	Lac	K12	day1_1	28.7	1	wt_yihV_Lac2	13.125	15.575	16.35	-0.7750000000000021	1.711
yihV	2	SQ	K12	day1_2	22.0	1	wt_yihV_SQ2	12.5	9.5	16.35	-6.850000000000001	115.36
yihV	2	SQ	K12	day1_3	22.4	1	wt_yihV_SQ2	12.5	9.899999999999999	16.35	-6.450000000000003	87.427
yihV	2	SQ	K12	day1_4	22.5	1	wt_yihV_SQ2	12.5	10.0	16.35	-6.350000000000001	81.572
yihV	2	SQ	K12	day2_1	21.4	2	wt_yihV_SQ2	13.175	8.224999999999998	14.35	-6.125000000000002	69.792
yihV	2	SQ	K12	day2_2	21.6	2	wt_yihV_SQ2	13.175	8.425	14.35	-5.924999999999999	60.758
yihV	2	SQ	K12	day2_3	21.9	2	wt_yihV_SQ2	13.175	8.724999999999998	14.35	-5.625000000000002	49.351
yihV	2	SQ	K12	day2_4	21.6	2	wt_yihV_SQ2	13.175	8.425	14.35	-5.924999999999999	60.758
yihV	2	SQ	K12	day1_1	22.5	1	wt_yihV_SQ2	12.5	10.0	16.35	-6.350000000000001	81.572
yihW	2	G	K12	day1_1	28.3	1	wt_yihW_G2	13.174999999999999	15.125000000000002	15.175	-0.049999999999998934	1.035
yihW	2	G	K12	day1_3	28.7	1	wt_yihW_G2	13.174999999999999	15.525	15.175	0.34999999999999964	0.785
yihW	2	G	K12	day1_4	27.6	1	wt_yihW_G2	13.174999999999999	14.425000000000002	15.175	-0.7499999999999982	1.682
yihW	2	G	K12	day1_2	28.8	1	wt_yihW_G2	13.174999999999999	15.625000000000002	15.175	0.45000000000000107	0.732
yihW	2	G	K12	day2_2	27.4	2	wt_yihW_G2	13.775	13.624999999999998	14.024999999999999	-0.40000000000000036	1.32
yihW	2	G	K12	day2_3	28.1	2	wt_yihW_G2	13.775	14.325000000000001	14.024999999999999	0.3000000000000025	0.812
yihW	2	G	K12	day2_4	27.5	2	wt_yihW_G2	13.775	13.725	14.024999999999999	-0.29999999999999893	1.231
yihW	2	G	K12	day2_1	28.2	2	wt_yihW_G2	13.775	14.424999999999999	14.024999999999999	0.40000000000000036	0.758
yihW	2	Lac	K12	day2_4	27.2	2	wt_yihW_Lac2	13.925	13.274999999999999	14.024999999999999	-0.75	1.682
yihW	2	Lac	K12	day1_2	27.1	1	wt_yihW_Lac2	13.125	13.975000000000001	15.175	-1.1999999999999993	2.297
yihW	2	Lac	K12	day1_4	27.3	1	wt_yihW_Lac2	13.125	14.175	15.175	-1.0	2.0
yihW	2	Lac	K12	day1_3	27.0	1	wt_yihW_Lac2	13.125	13.875	15.175	-1.3000000000000007	2.462
yihW	2	Lac	K12	day2_2	26.3	2	wt_yihW_Lac2	13.925	12.375	14.024999999999999	-1.6499999999999986	3.138
yihW	2	Lac	K12	day2_3	26.5	2	wt_yihW_Lac2	13.925	12.575	14.024999999999999	-1.4499999999999993	2.732
yihW	2	Lac	K12	day1_1	27.0	1	wt_yihW_Lac2	13.125	13.875	15.175	-1.3000000000000007	2.462
yihW	2	Lac	K12	day2_1	26.6	2	wt_yihW_Lac2	13.925	12.675	14.024999999999999	-1.3499999999999979	2.549
yihW	2	SQ	K12	day2_3	22.5	2	wt_yihW_SQ2	13.175	9.325	14.024999999999999	-4.699999999999999	25.992
yihW	2	SQ	K12	day1_2	23.6	1	wt_yihW_SQ2	12.5	11.100000000000001	15.175	-4.074999999999999	16.854
yihW	2	SQ	K12	day1_3	23.4	1	wt_yihW_SQ2	12.5	10.899999999999999	15.175	-4.275000000000002	19.36
yihW	2	SQ	K12	day1_4	24.2	1	wt_yihW_SQ2	12.5	11.7	15.175	-3.4750000000000014	11.119
yihW	2	SQ	K12	day2_4	22.9	2	wt_yihW_SQ2	13.175	9.724999999999998	14.024999999999999	-4.300000000000001	19.698
yihW	2	SQ	K12	day2_1	23.2	2	wt_yihW_SQ2	13.175	10.024999999999999	14.024999999999999	-4.0	16.0
yihW	2	SQ	K12	day2_2	22.6	2	wt_yihW_SQ2	13.175	9.425	14.024999999999999	-4.599999999999998	24.251
yihW	2	SQ	K12	day1_1	23.4	1	wt_yihW_SQ2	12.5	10.899999999999999	15.175	-4.275000000000002	19.36
yihT	3	G	Nissle	day1_2	25.4	1	Nissle_yihT_G3	11.025	14.374999999999998	14.25	0.12499999999999822	0.917
yihT	3	G	Nissle	day2_4	24.3	2	Nissle_yihT_G3	11.274999999999999	13.025000000000002	13.100000000000001	-0.07499999999999929	1.053
yihT	3	G	Nissle	day2_3	24.3	2	Nissle_yihT_G3	11.274999999999999	13.025000000000002	13.100000000000001	-0.07499999999999929	1.053
yihT	3	G	Nissle	day2_2	24.5	2	Nissle_yihT_G3	11.274999999999999	13.225000000000001	13.100000000000001	0.125	0.917
yihT	3	G	Nissle	day2_1	24.4	2	Nissle_yihT_G3	11.274999999999999	13.125	13.100000000000001	0.02499999999999858	0.983
yihT	3	G	Nissle	day1_4	25.3	1	Nissle_yihT_G3	11.025	14.275	14.25	0.025000000000000355	0.983
yihT	3	G	Nissle	day1_3	25.3	1	Nissle_yihT_G3	11.025	14.275	14.25	0.025000000000000355	0.983
yihT	3	G	Nissle	day1_1	25.1	1	Nissle_yihT_G3	11.025	14.075000000000001	14.25	-0.17499999999999893	1.129
yihT	3	Lac	Nissle	day1_4	27.0	1	Nissle_yihT_Lac3	11.274999999999999	15.725000000000001	14.25	1.4750000000000014	0.36
yihT	3	Lac	Nissle	day2_2	26.5	2	Nissle_yihT_Lac3	11.6	14.9	13.100000000000001	1.799999999999999	0.287
yihT	3	Lac	Nissle	day1_1	27.1	1	Nissle_yihT_Lac3	11.274999999999999	15.825000000000003	14.25	1.5750000000000028	0.336
yihT	3	Lac	Nissle	day1_2	27.1	1	Nissle_yihT_Lac3	11.274999999999999	15.825000000000003	14.25	1.5750000000000028	0.336
yihT	3	Lac	Nissle	day2_3	26.4	2	Nissle_yihT_Lac3	11.6	14.799999999999999	13.100000000000001	1.6999999999999975	0.308
yihT	3	Lac	Nissle	day2_4	26.2	2	Nissle_yihT_Lac3	11.6	14.6	13.100000000000001	1.4999999999999982	0.354
yihT	3	Lac	Nissle	day2_1	26.4	2	Nissle_yihT_Lac3	11.6	14.799999999999999	13.100000000000001	1.6999999999999975	0.308
yihT	3	Lac	Nissle	day1_3	27.1	1	Nissle_yihT_Lac3	11.274999999999999	15.825000000000003	14.25	1.5750000000000028	0.336
yihT	3	SQ	Nissle	day2_1	28.0	2	Nissle_yihT_SQ3	10.950000000000001	17.049999999999997	13.100000000000001	3.9499999999999957	0.065
yihT	3	SQ	Nissle	day2_3	28.0	2	Nissle_yihT_SQ3	10.950000000000001	17.049999999999997	13.100000000000001	3.9499999999999957	0.065
yihT	3	SQ	Nissle	day2_2	28.1	2	Nissle_yihT_SQ3	10.950000000000001	17.15	13.100000000000001	4.049999999999997	0.06
yihT	3	SQ	Nissle	day1_4	28.4	1	Nissle_yihT_SQ3	10.675	17.724999999999998	14.25	3.474999999999998	0.09
yihT	3	SQ	Nissle	day1_1	28.3	1	Nissle_yihT_SQ3	10.675	17.625	14.25	3.375	0.096
yihT	3	SQ	Nissle	day1_2	28.4	1	Nissle_yihT_SQ3	10.675	17.724999999999998	14.25	3.474999999999998	0.09
yihT	3	SQ	Nissle	day2_4	28.3	2	Nissle_yihT_SQ3	10.950000000000001	17.35	13.100000000000001	4.25	0.053
yihT	3	SQ	Nissle	day1_3	28.3	1	Nissle_yihT_SQ3	10.675	17.625	14.25	3.375	0.096
yihU	3	G	Nissle	day2_2	28.8	2	Nissle_yihU_G3	11.274999999999999	17.525000000000002	17.450000000000003	0.07499999999999929	0.949
yihU	3	G	Nissle	day2_1	29.0	2	Nissle_yihU_G3	11.274999999999999	17.725	17.450000000000003	0.2749999999999986	0.826
yihU	3	G	Nissle	day1_4	29.9	1	Nissle_yihU_G3	11.025	18.875	18.525	0.3500000000000014	0.785
yihU	3	G	Nissle	day1_1	29.4	1	Nissle_yihU_G3	11.025	18.375	18.525	-0.14999999999999858	1.11
yihU	3	G	Nissle	day1_2	29.6	1	Nissle_yihU_G3	11.025	18.575000000000003	18.525	0.05000000000000426	0.966
yihU	3	G	Nissle	day2_3	28.3	2	Nissle_yihU_G3	11.274999999999999	17.025000000000002	17.450000000000003	-0.4250000000000007	1.343
yihU	3	G	Nissle	day1_3	29.3	1	Nissle_yihU_G3	11.025	18.275	18.525	-0.25	1.189
yihU	3	G	Nissle	day2_4	28.8	2	Nissle_yihU_G3	11.274999999999999	17.525000000000002	17.450000000000003	0.07499999999999929	0.949
yihU	3	Lac	Nissle	day1_2	30.0	1	Nissle_yihU_Lac3	11.274999999999999	18.725	18.525	0.20000000000000284	0.871
yihU	3	Lac	Nissle	day1_4	30.4	1	Nissle_yihU_Lac3	11.274999999999999	19.125	18.525	0.6000000000000014	0.66
yihU	3	Lac	Nissle	day1_1	31.1	1	Nissle_yihU_Lac3	11.274999999999999	19.825000000000003	18.525	1.3000000000000043	0.406
yihU	3	Lac	Nissle	day2_4	29.3	2	Nissle_yihU_Lac3	11.6	17.700000000000003	17.450000000000003	0.25	0.841
yihU	3	Lac	Nissle	day1_3	30.4	1	Nissle_yihU_Lac3	11.274999999999999	19.125	18.525	0.6000000000000014	0.66
yihU	3	Lac	Nissle	day2_2	29.3	2	Nissle_yihU_Lac3	11.6	17.700000000000003	17.450000000000003	0.25	0.841
yihU	3	Lac	Nissle	day2_3	28.2	2	Nissle_yihU_Lac3	11.6	16.6	17.450000000000003	-0.8500000000000014	1.803
yihU	3	Lac	Nissle	day2_1	29.9	2	Nissle_yihU_Lac3	11.6	18.299999999999997	17.450000000000003	0.8499999999999943	0.555
yihU	3	SQ	Nissle	day1_2	32.0	1	Nissle_yihU_SQ3	10.675	21.325	18.525	2.8000000000000007	0.144
yihU	3	SQ	Nissle	day1_3	32.1	1	Nissle_yihU_SQ3	10.675	21.425	18.525	2.900000000000002	0.134
yihU	3	SQ	Nissle	day1_4	32.6	1	Nissle_yihU_SQ3	10.675	21.925	18.525	3.400000000000002	0.095
yihU	3	SQ	Nissle	day2_1	31.0	2	Nissle_yihU_SQ3	10.950000000000001	20.049999999999997	17.450000000000003	2.5999999999999943	0.165
yihU	3	SQ	Nissle	day2_2	30.8	2	Nissle_yihU_SQ3	10.950000000000001	19.85	17.450000000000003	2.3999999999999986	0.189
yihU	3	SQ	Nissle	day2_3	32.0	2	Nissle_yihU_SQ3	10.950000000000001	21.049999999999997	17.450000000000003	3.5999999999999943	0.082
yihU	3	SQ	Nissle	day2_4	30.9	2	Nissle_yihU_SQ3	10.950000000000001	19.949999999999996	17.450000000000003	2.499999999999993	0.177
yihU	3	SQ	Nissle	day1_1	32.2	1	Nissle_yihU_SQ3	10.675	21.525000000000002	18.525	3.0000000000000036	0.125
yihV	3	G	Nissle	day1_2	24.5	1	Nissle_yihV_G3	11.025	13.475	14.725	-1.25	2.378
yihV	3	G	Nissle	day1_1	26.1	1	Nissle_yihV_G3	11.025	15.075000000000001	14.725	0.3500000000000014	0.785
yihV	3	G	Nissle	day2_4	26.4	2	Nissle_yihV_G3	11.274999999999999	15.125	15.175	-0.05000000000000071	1.035
yihV	3	G	Nissle	day2_3	26.5	2	Nissle_yihV_G3	11.274999999999999	15.225000000000001	15.175	0.05000000000000071	0.966
yihV	3	G	Nissle	day2_2	26.3	2	Nissle_yihV_G3	11.274999999999999	15.025000000000002	15.175	-0.14999999999999858	1.11
yihV	3	G	Nissle	day1_4	26.2	1	Nissle_yihV_G3	11.025	15.174999999999999	14.725	0.4499999999999993	0.732
yihV	3	G	Nissle	day1_3	26.2	1	Nissle_yihV_G3	11.025	15.174999999999999	14.725	0.4499999999999993	0.732
yihV	3	G	Nissle	day2_1	26.6	2	Nissle_yihV_G3	11.274999999999999	15.325000000000003	15.175	0.15000000000000213	0.901
yihV	3	Lac	Nissle	day2_1	29.4	2	Nissle_yihV_Lac3	11.6	17.799999999999997	15.175	2.6249999999999964	0.162
yihV	3	Lac	Nissle	day1_1	29.1	1	Nissle_yihV_Lac3	11.274999999999999	17.825000000000003	14.725	3.100000000000003	0.117
yihV	3	Lac	Nissle	day1_2	28.7	1	Nissle_yihV_Lac3	11.274999999999999	17.425	14.725	2.700000000000001	0.154
yihV	3	Lac	Nissle	day1_3	29.1	1	Nissle_yihV_Lac3	11.274999999999999	17.825000000000003	14.725	3.100000000000003	0.117
yihV	3	Lac	Nissle	day1_4	29.2	1	Nissle_yihV_Lac3	11.274999999999999	17.925	14.725	3.200000000000001	0.109
yihV	3	Lac	Nissle	day2_2	29.4	2	Nissle_yihV_Lac3	11.6	17.799999999999997	15.175	2.6249999999999964	0.162
yihV	3	Lac	Nissle	day2_3	29.4	2	Nissle_yihV_Lac3	11.6	17.799999999999997	15.175	2.6249999999999964	0.162
yihV	3	Lac	Nissle	day2_4	29.4	2	Nissle_yihV_Lac3	11.6	17.799999999999997	15.175	2.6249999999999964	0.162
yihV	3	SQ	Nissle	day1_1	26.4	1	Nissle_yihV_SQ3	10.675	15.724999999999998	14.725	0.9999999999999982	0.5
yihV	3	SQ	Nissle	day1_4	26.3	1	Nissle_yihV_SQ3	10.675	15.625	14.725	0.9000000000000004	0.536
yihV	3	SQ	Nissle	day1_2	26.4	1	Nissle_yihV_SQ3	10.675	15.724999999999998	14.725	0.9999999999999982	0.5
yihV	3	SQ	Nissle	day1_3	26.5	1	Nissle_yihV_SQ3	10.675	15.825	14.725	1.0999999999999996	0.467
yihV	3	SQ	Nissle	day2_2	26.8	2	Nissle_yihV_SQ3	10.950000000000001	15.85	15.175	0.6749999999999989	0.626
yihV	3	SQ	Nissle	day2_1	26.9	2	Nissle_yihV_SQ3	10.950000000000001	15.949999999999998	15.175	0.7749999999999968	0.584
yihV	3	SQ	Nissle	day2_3	27.0	2	Nissle_yihV_SQ3	10.950000000000001	16.049999999999997	15.175	0.8749999999999964	0.545
yihV	3	SQ	Nissle	day2_4	26.9	2	Nissle_yihV_SQ3	10.950000000000001	15.949999999999998	15.175	0.7749999999999968	0.584
yihW	3	G	Nissle	day2_3	23.4	2	Nissle_yihW_G3	11.274999999999999	12.125	12.3	-0.1750000000000007	1.129
yihW	3	G	Nissle	day2_2	23.7	2	Nissle_yihW_G3	11.274999999999999	12.425	12.3	0.125	0.917
